"Latitude (decimal degrees):	42.088",,,,,,
"Longitude (decimal degrees):	2.816",,,,,,
"Elevation (m):	99",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	1.0",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20230819:1110,665.84,950.53,59.37,28.63,2.83,0
20230819:1210,675.31,978.06,60.49,29.78,2.62,0
20230819:1310,634.54,919.78,56.2,31.02,2.28,0
20230819:1410,564.25,799.8,48.17,31.88,2.55,0
20230819:1510,446.14,615.64,38.22,31.75,2.69,0
20230819:1610,128.79,183.91,27.4,31.19,2.76,0
20230819:1710,85.64,131.93,16.3,30.13,2.83,0
20230819:1810,12.56,28.96,5.28,28.78,2.21,0
20230819:1910,0,0,0,27.42,1.45,0
20230819:2010,0,0,0,26.78,1.24,0
20230819:2110,0,0,0,26.28,1.03,0
20230819:2210,0,0,0,25.8,1.1,0
20230819:2310,0,0,0,25.06,1.31,0
20230820:0010,0,0,0,24.42,1.45,0
20230820:0110,0,0,0,23.88,1.45,0
20230820:0210,0,0,0,23.41,1.52,0
20230820:0310,0,0,0,22.96,1.45,0
20230820:0410,0,0,0,22.66,1.45,0
20230820:0510,0,0,0,22.39,1.52,0
20230820:0610,55.2,103.55,11.72,22.88,1.24,0
20230820:0710,222.8,314.03,22.83,26.19,1.03,0
20230820:0810,386.9,533.7,33.81,29.14,1.03,0
20230820:0910,519.66,735.87,44.17,31.41,1.72,0
20230820:1010,613.38,886.57,53.09,33.03,2.69,0
20230820:1110,661.01,967.95,59.07,34.16,3.24,0
20230820:1210,668.27,982.31,60.16,34.77,3.38,0
20230820:1310,633.13,923.93,55.88,35.07,3.24,0
20230820:1410,556.15,798.6,47.88,35.25,2.9,0
20230820:1510,439.17,618.01,37.95,35.03,2.48,0
20230820:1610,284.15,402.06,27.14,34.48,2.14,0
20230820:1710,113.58,191.11,16.04,33.38,1.93,0
20230820:1810,11.17,27.15,5.01,32.11,1.66,0
20230820:1910,0,0,0,30.84,1.72,0
20230820:2010,0,0,0,29.88,1.52,0
20230820:2110,0,0,0,28.94,1.72,0
20230820:2210,0,0,0,27.77,1.86,0
20230820:2310,0,0,0,26.68,1.86,0
20230821:0010,0,0,0,25.89,1.79,0
20230821:0110,0,0,0,25.3,1.79,0
20230821:0210,0,0,0,25.12,1.93,0
20230821:0310,0,0,0,25.21,2,0
20230821:0410,0,0,0,25.3,2.07,0
20230821:0510,0,0,0,25.26,1.93,0
20230821:0610,54.11,103.34,11.55,25.52,1.31,0
20230821:0710,218.86,313.01,22.66,28.65,0.69,0
20230821:0810,383.37,532.85,33.63,31.13,1.24,0
20230821:0910,518.05,735.22,43.97,33.02,2.14,0
20230821:1010,610.49,880.72,52.84,34.74,3.38,0
20230821:1110,661.64,967.4,58.77,35.8,3.93,0
20230821:1210,668.39,981.74,59.83,36.36,4,0
20230821:1310,637.27,928.69,55.55,36.35,3.86,0
20230821:1410,558.11,796.67,47.58,36.15,3.72,0
20230821:1510,444.32,619.67,37.68,35.41,3.59,0
20230821:1610,284.47,399.79,26.88,34.42,3.17,0
20230821:1710,111.85,189.26,15.78,33.38,2.28,0
20230821:1810,10.6,26.25,4.75,32.14,1.59,0
20230821:1910,0,0,0,31.01,0.9,0
20230821:2010,0,0,0,30.07,0.97,0
20230821:2110,0,0,0,28.87,1.03,0
20230821:2210,0,0,0,27.74,1.17,0
20230821:2310,0,0,0,27.01,1.24,0
20230822:0010,0,0,0,26.32,1.31,0
20230822:0110,0,0,0,25.5,1.17,0
20230822:0210,0,0,0,25.04,1.03,0
20230822:0310,0,0,0,25.5,0.97,0
20230822:0410,0,0,0,24.88,1.31,0
20230822:0510,0,0,0,24.53,1.59,0
20230822:0610,54,103.16,11.38,24.62,1.24,0
20230822:0710,220.22,312.97,22.49,27.77,0.97,0
20230822:0810,384.82,533.18,33.45,30.52,1.24,0
20230822:0910,517.98,735.83,43.76,32.23,1.79,0
20230822:1010,607.76,886.75,52.59,33.54,2.28,0
20230822:1110,649.9,968.15,58.46,34.53,2.34,0
20230822:1210,654.61,982.4,59.49,35.11,2.28,0
20230822:1310,623.2,929.31,55.23,35.79,2.21,0
20230822:1410,547.31,796.01,47.28,36.08,2.28,0
20230822:1510,433.54,613.96,37.4,36.05,2.34,0
20230822:1610,297.81,422.9,26.61,35.62,2.83,0
20230822:1710,105.96,179.05,15.51,34.6,2.97,0
20230822:1810,8.86,23.53,4.48,33.5,2.48,0
20230822:1910,0,0,0,31.8,2.14,0
20230822:2010,0,0,0,30.77,1.86,0
20230822:2110,0,0,0,29.76,1.72,0
20230822:2210,0,0,0,28.78,1.79,0
20230822:2310,0,0,0,27.91,1.93,0
20230823:0010,0,0,0,27.27,2,0
20230823:0110,0,0,0,26.73,2,0
20230823:0210,0,0,0,26.36,2,0
20230823:0310,0,0,0,26,1.93,0
20230823:0410,0,0,0,25.7,1.86,0
20230823:0510,0,0,0,25.48,1.79,0
20230823:0610,52.79,101,11.21,26.11,1.52,0
20230823:0710,216.46,309.99,22.32,29.96,1.38,0
20230823:0810,381.8,531.26,33.27,32.74,1.86,0
20230823:0910,519.31,733.99,43.55,34.18,2.9,0
20230823:1010,613,885.06,52.34,35.33,3.59,0
20230823:1110,655.53,965.24,58.15,36.28,3.59,0
20230823:1210,651.01,967.08,59.14,36.99,3.31,0
20230823:1310,614.51,907.57,54.9,37.61,3.17,0
20230823:1410,551.2,803.39,46.98,37.46,2.69,0
20230823:1510,357.34,505.71,37.12,37.2,2.14,0
20230823:1610,166.16,238.45,26.34,35.87,2.41,0
20230823:1710,71.9,115.1,15.24,34.47,1.93,0
20230823:1810,8.32,22.63,4.2,33.4,1.72,0
20230823:1910,0,0,0,32.21,1.1,0
20230823:2010,0,0,0,30.67,0.69,0
20230823:2110,0,0,0,29.47,0.28,0
20230823:2210,0,0,0,28.89,0.21,0
20230823:2310,0,0,0,28.43,0.07,0
20230824:0010,0,0,0,28.08,0.21,0
20230824:0110,0,0,0,27.07,0.76,0
20230824:0210,0,0,0,26.17,1.03,0
20230824:0310,0,0,0,25.51,1.03,0
20230824:0410,0,0,0,24.94,0.97,0
20230824:0510,0,0,0,24.34,1.1,0
20230824:0610,52.79,100.84,11.03,24.64,0.9,0
20230824:0710,218.86,311.97,22.15,27.5,0.28,0
20230824:0810,384.3,534.95,33.08,30.05,0.69,0
20230824:0910,517.48,739.35,43.34,32.17,1.45,0
20230824:1010,605.1,885.17,52.08,34.04,2.28,0
20230824:1110,651.94,965.23,57.84,35.45,2.97,0
20230824:1210,663.13,978.33,58.8,36.33,3.66,0
20230824:1310,634.09,918.58,54.56,36.63,4.34,0
20230824:1410,598.25,853.63,46.67,36.49,4.55,0
20230824:1510,439.77,613.35,36.83,36.41,4.14,0
20230824:1610,281.53,395.09,26.07,35.46,4.69,0
20230824:1710,101.49,170.07,14.97,34.21,4.48,0
20230824:1810,7.29,20.82,3.92,32.62,3.79,0
20230824:1910,0,0,0,30.57,3.1,0
20230824:2010,0,0,0,29.44,2.62,0
20230824:2110,0,0,0,28.57,2.48,0
20230824:2210,0,0,0,27.78,2.48,0
20230824:2310,0,0,0,27.15,2.41,0
20230825:0010,0,0,0,26.6,2.34,0
20230825:0110,0,0,0,26.06,2.34,0
20230825:0210,0,0,0,25.55,2.28,0
20230825:0310,0,0,0,25.09,2.14,0
20230825:0410,0,0,0,24.69,1.93,0
20230825:0510,0,0,0,24.55,1.38,0
20230825:0610,51.69,98.89,10.86,24.76,0.97,0
20230825:0710,217.7,306.89,21.98,26.53,1.1,0
20230825:0810,379.4,518.26,32.9,28.05,1.24,0
20230825:0910,520.13,735.27,43.13,29.64,1.24,0
20230825:1010,604.19,881.08,51.82,31.28,1.59,0
20230825:1110,644.51,954.29,57.52,32.88,2.07,0
20230825:1210,655.16,967.27,58.45,33.94,2.69,0
20230825:1310,627.81,913.16,54.22,34.59,3.17,0
20230825:1410,548.64,780.87,46.36,34.72,3.17,0
20230825:1510,436.21,603.99,36.54,34.6,3.79,0
20230825:1610,275.34,385.11,25.79,34.03,3.93,0
20230825:1710,99.77,166.66,14.69,32.77,4.28,0
20230825:1810,6.3,19.01,3.64,31.04,3.38,0
20230825:1910,0,0,0,28.58,2.21,0
20230825:2010,0,0,0,27.59,1.66,0
20230825:2110,0,0,0,26.88,1.59,0
20230825:2210,0,0,0,26.16,2,0
20230825:2310,0,0,0,25.5,2.14,0
20230826:0010,0,0,0,24.99,1.86,0
20230826:0110,0,0,0,24.75,1.38,0
20230826:0210,0,0,0,24.54,0.83,0
20230826:0310,0,0,0,24.29,0.41,0
20230826:0410,0,0,0,24.25,0.48,0
20230826:0510,0,0,0,23.88,0.41,0
20230826:0610,50.69,93.69,10.69,23.85,0.07,0
20230826:0710,138.67,194.54,21.8,24.56,0.28,0
20230826:0810,249.85,337.37,32.71,25.66,0.48,0
20230826:0910,487.02,683.65,42.91,27.08,0.41,0
20230826:1010,413.56,570.57,51.56,28.22,1.1,0
20230826:1110,251.2,342.58,57.21,29.59,2.34,0
20230826:1210,625.41,883.91,58.1,30.63,3.59,0
20230826:1310,309.87,420.72,53.88,30.96,3.66,0
20230826:1410,33.75,59.6,46.04,31.07,4.07,0
20230826:1510,282.06,380.94,36.24,30.94,4.14,0
20230826:1610,19.78,39.73,25.5,29.37,3.66,0
20230826:1710,8.63,22.7,14.41,28.26,2.55,0
20230826:1810,0,1.81,3.36,27.44,1.93,0
20230826:1910,0,0,0,26.05,2.34,0
20230826:2010,0,0,0,25.25,2.62,0
20230826:2110,0,0,0,24.72,2.76,0
20230826:2210,0,0,0,24.62,2.34,0
20230826:2310,0,0,0,24.5,1.38,0
20230827:0010,0,0,0,24.34,1.1,0
20230827:0110,0,0,0,23.61,1.59,0
20230827:0210,0,0,0,21.27,2.9,0
20230827:0310,0,0,0,19.64,3.86,0
20230827:0410,0,0,0,18.85,2.97,0
20230827:0510,0,0,0,18.11,3.1,0
20230827:0610,10.43,24.6,10.51,17.61,4.07,0
20230827:0710,11.7,26.49,21.63,17.46,3.31,0
20230827:0810,25.3,45.41,32.52,17.56,3.24,0
20230827:0910,38.51,62.43,42.7,17.23,4.21,0
20230827:1010,44.56,70,51.3,17.09,4.76,0
20230827:1110,49.88,76.62,56.88,17.11,4.97,0
20230827:1210,56,84.19,57.75,17.19,5.17,0
20230827:1310,55.21,83.25,53.53,17.28,5.24,0
20230827:1410,81.57,115.41,45.72,17.64,5.72,0
20230827:1510,48.87,75.68,35.94,18.06,4.69,0
20230827:1610,24.49,44.46,25.22,18.52,4.97,0
20230827:1710,18.23,35.95,14.13,18.65,5.31,0
20230827:1810,2.66,11.77,3.07,18.72,4.83,0
20230827:1910,0,0,0,19.26,4.76,0
20230827:2010,0,0,0,18.86,4.83,0
20230827:2110,0,0,0,18.49,4.76,0
20230827:2210,0,0,0,18.44,4.48,0
20230827:2310,0,0,0,18.34,4.34,0
20230828:0010,0,0,0,17.97,3.79,0
20230828:0110,0,0,0,17.4,3.17,0
20230828:0210,0,0,0,16.89,2.55,0
20230828:0310,0,0,0,16.19,1.86,0
20230828:0410,0,0,0,15.83,1.72,0
20230828:0510,0,0,0,15.76,2.21,0
20230828:0610,47.35,78.25,10.34,15.71,2.14,0
20230828:0710,251.57,341.67,21.45,18.19,0.97,0
20230828:0810,363.1,476,32.34,20.17,1.1,0
20230828:0910,455.25,613.2,42.48,21.38,0.55,0
20230828:1010,608.63,861.46,51.03,22.29,0.62,0
20230828:1110,633.89,889.69,56.56,23.69,1.79,0
20230828:1210,688.13,988.64,57.39,24.72,1.79,0
20230828:1310,573.17,793.01,53.18,25.31,2.14,0
20230828:1410,525.34,715.68,45.4,25.8,2.41,0
20230828:1510,379.32,503.31,35.64,25.72,2.83,0
20230828:1610,304.05,408.57,24.92,24.76,3.24,0
20230828:1710,103.65,170.62,13.84,23.74,3.24,0
20230828:1810,3.53,13.58,2.78,22.51,3.17,0
20230828:1910,0,0,0,21.32,3.52,0
20230828:2010,0,0,0,20.5,3.52,0
20230828:2110,0,0,0,19.73,3.24,0
20230828:2210,0,0,0,19.03,2.97,0
20230828:2310,0,0,0,18.33,2.83,0
20230829:0010,0,0,0,17.63,2.55,0
20230829:0110,0,0,0,17.06,2.48,0
20230829:0210,0,0,0,16.53,2.62,0
20230829:0310,0,0,0,16.09,2.62,0
20230829:0410,0,0,0,15.77,2.55,0
20230829:0510,0,0,0,15.43,2.48,0
20230829:0610,51.27,87.58,10.16,15.43,2.41,0
20230829:0710,153.37,205.53,21.28,17.53,2.14,0
20230829:0810,330.48,426.11,32.14,19.45,2.34,0
20230829:0910,433.93,569.22,42.26,20.8,2,0
20230829:1010,661.62,930.6,50.76,22.25,1.52,0
20230829:1110,702.52,1013.96,56.23,23.35,1.45,0
20230829:1210,709.58,1025.8,57.03,24.02,1.66,0
20230829:1310,678.06,961.58,52.83,24.34,2,0
20230829:1410,553.43,754.95,45.07,24.33,2.14,0
20230829:1510,341.89,453.5,35.33,24.35,1.79,0
20230829:1610,254.69,341.96,24.63,23.8,2.07,0
20230829:1710,91.27,143.72,13.55,23.08,1.72,0
20230829:1810,2.14,10.86,2.48,22.37,0.9,0
20230829:1910,0,0,0,20.72,1.03,0
20230829:2010,0,0,0,20.07,1.03,0
20230829:2110,0,0,0,19.32,1.45,0
20230829:2210,0,0,0,18.82,2,0
20230829:2310,0,0,0,18.29,2.28,0
20230830:0010,0,0,0,17.62,2,0
20230830:0110,0,0,0,17.29,1.93,0
20230830:0210,0,0,0,17.08,1.79,0
20230830:0310,0,0,0,16.28,1.72,0
20230830:0410,0,0,0,15.9,1.38,0
20230830:0510,0,0,0,15.76,0.9,0
20230830:0610,50.82,92.54,9.99,16.29,0.55,0
20230830:0710,211.68,284.01,21.1,17.61,1.31,0
20230830:0810,392.49,509.59,31.95,18.52,1.45,0
20230830:0910,543.68,728.14,42.03,19.02,1.17,0
20230830:1010,649.05,906.49,50.49,19.37,0.9,0
20230830:1110,694.19,988.2,55.91,19.99,1.03,0
20230830:1210,677.49,954.07,56.66,20.01,1.24,0
20230830:1310,323.89,422.03,52.48,20.06,1.72,0
20230830:1410,138.06,186.36,44.74,19.84,1.93,0
20230830:1510,153.16,205.76,35.02,20.73,1.72,0
20230830:1610,263.65,351.12,24.33,21.45,1.72,0
20230830:1710,93.21,150.28,13.26,21.74,1.66,0
20230830:1810,0.91,8.15,2.19,21.52,1.24,0
20230830:1910,0,0,0,20.19,1.59,0
20230830:2010,0,0,0,19.51,1.52,0
20230830:2110,0,0,0,19.16,1.52,0
20230830:2210,0,0,0,18.73,1.45,0
20230830:2310,0,0,0,18.32,1.31,0
20230831:0010,0,0,0,17.9,1.24,0
20230831:0110,0,0,0,17.68,1.1,0
20230831:0210,0,0,0,17.71,1.17,0
20230831:0310,0,0,0,17.62,1.1,0
20230831:0410,0,0,0,17.89,0.76,0
20230831:0510,0,0,0,17.73,0.97,0
20230831:0610,38.02,64.99,9.81,18.15,1.17,0
20230831:0710,148.62,200.78,20.92,18.25,1.52,0
20230831:0810,177.74,233.44,31.76,18.29,1.72,0
20230831:0910,358.48,464.7,41.81,18.68,1.31,0
20230831:1010,428.23,567.67,50.22,19.33,0.69,0
20230831:1110,547.03,752.95,55.57,20.01,0.48,0
20230831:1210,596.45,830.69,56.3,21.3,0.97,0
20230831:1310,667.75,928.21,52.12,21.29,1.86,0
20230831:1410,588.19,799.49,44.4,22.42,2.07,0
20230831:1510,465.45,615.56,34.71,22.76,2.41,0
20230831:1610,275.91,367.59,24.03,22.69,2.97,0
20230831:1710,92.74,152.28,12.96,22.06,2.9,0
20230831:1810,0.19,6.34,1.88,21.33,2.21,0
20230831:1910,0,0,0,20.77,2,0
20230831:2010,0,0,0,20.22,1.45,0
20230831:2110,0,0,0,19.73,1.52,0
20230831:2210,0,0,0,19.1,1.72,0
20230831:2310,0,0,0,18.45,1.79,0
20230901:0010,0,0,0,17.87,1.79,0
20230901:0110,0,0,0,17.43,1.79,0
20230901:0210,0,0,0,17.12,1.79,0
20230901:0310,0,0,0,16.9,1.79,0
20230901:0410,0,0,0,16.72,1.79,0
20230901:0510,0,0,0,16.61,1.93,0
20230901:0610,49.75,94.37,9.63,17.04,1.93,0
20230901:0710,231.09,314.25,20.74,19.66,1.52,0
20230901:0810,396.97,523.38,31.56,22.71,2.07,0
20230901:0910,518.11,690.75,41.58,24.74,3.38,0
20230901:1010,643.97,880.1,49.94,26,4.07,0
20230901:1110,703.38,977.83,55.24,26.91,4.34,0
20230901:1210,697.08,969.33,55.93,27.43,4.48,0
20230901:1310,674.25,931.13,51.75,27.67,4.55,0
20230901:1410,576.5,779.78,44.07,27.86,4.55,0
20230901:1510,453.67,600.64,34.39,27.38,4.83,0
20230901:1610,280.82,377.79,23.73,26.53,5.24,0
20230901:1710,91.79,155.43,12.66,25.25,4.76,0
20230901:1810,0,5.43,1.58,24.11,4.48,0
20230901:1910,0,0,0,23.38,3.93,0
20230901:2010,0,0,0,22.68,3.45,0
20230901:2110,0,0,0,22.23,3.17,0
20230901:2210,0,0,0,21.78,3.17,0
20230901:2310,0,0,0,21.52,2.97,0
20230902:0010,0,0,0,21.2,2.83,0
20230902:0110,0,0,0,20.87,2.62,0
20230902:0210,0,0,0,20.42,2.41,0
20230902:0310,0,0,0,20.01,2.21,0
20230902:0410,0,0,0,19.68,1.93,0
20230902:0510,0,0,0,19.45,1.79,0
20230902:0610,47,89.49,9.46,19.66,1.66,0
20230902:0710,131.56,181.39,20.56,21.13,1.72,0
20230902:0810,296.34,384.26,31.37,22.06,3.45,0
20230902:0910,356.87,463.1,41.35,22.78,3.72,0
20230902:1010,453.34,594.38,49.66,23.1,3.72,0
20230902:1110,569.23,762.75,54.9,23.44,3.59,0
20230902:1210,366.78,481.54,55.56,23.78,3.45,0
20230902:1310,262.54,344.89,51.39,23.43,3.38,0
20230902:1410,176.08,235.64,43.73,22.96,2.97,0
20230902:1510,43.26,70,34.07,22.49,2.69,0
20230902:1610,76.5,111.83,23.42,22.15,2.62,0
20230902:1710,21.97,41.62,12.36,21.72,2.34,0
20230902:1810,0,0.91,1.27,21.21,2.14,0
20230902:1910,0,0,0,20.63,2.34,0
20230902:2010,0,0,0,20.35,2.34,0
20230902:2110,0,0,0,20.03,1.93,0
20230902:2210,0,0,0,19.71,2.34,0
20230902:2310,0,0,0,19.44,2.48,0
20230903:0010,0,0,0,19.25,2.28,0
20230903:0110,0,0,0,19.01,2.34,0
20230903:0210,0,0,0,18.81,2.62,0
20230903:0310,0,0,0,18.68,2.76,0
20230903:0410,0,0,0,18.61,2.9,0
20230903:0510,0,0,0,18.52,2.83,0
20230903:0610,39.53,69.11,9.28,18.71,2.62,0
20230903:0710,229.59,310.37,20.38,19.87,2.83,0
20230903:0810,386,498.89,31.17,21.23,3.38,0
20230903:0910,292.93,380.56,41.12,22.57,3.66,0
20230903:1010,448.67,586.38,49.38,23.55,4.34,0
20230903:1110,482.19,634.67,54.56,24.33,4.62,0
20230903:1210,462.72,609.48,55.19,24.9,4.69,0
20230903:1310,436.29,575.7,51.02,25.38,4.28,0
20230903:1410,498.63,661.48,43.38,25.55,4.14,0
20230903:1510,439.18,580.08,33.75,25.56,3.72,0
20230903:1610,265.84,359.07,23.11,25.26,3.24,0
20230903:1710,73.53,120.05,12.05,24.47,3.03,0
20230903:1810,0,0,0,23.22,2.76,0
20230903:1910,0,0,0,22.02,2.07,0
20230903:2010,0,0,0,21.22,2.14,0
20230903:2110,0,0,0,20.65,2.21,0
20230903:2210,0,0,0,20.22,2.21,0
20230903:2310,0,0,0,19.86,2.21,0
20230904:0010,0,0,0,19.56,2.28,0
20230904:0110,0,0,0,19.32,2.28,0
20230904:0210,0,0,0,19.04,2.34,0
20230904:0310,0,0,0,18.8,2.41,0
20230904:0410,0,0,0,18.6,2.34,0
20230904:0510,0,0,0,18.42,2.34,0
20230904:0610,44.23,80.18,9.1,18.57,2.34,0
20230904:0710,186.41,253.13,20.19,20.91,2.14,0
20230904:0810,376.89,495.3,30.97,23.31,2.55,0
20230904:0910,505.04,677.14,40.89,24.82,2.76,0
20230904:1010,608.4,839.99,49.1,26.08,2.9,0
20230904:1110,658,927.54,54.22,27.04,2.9,0
20230904:1210,680.41,968.64,54.81,27.65,2.9,0
20230904:1310,641.22,904.39,50.65,27.79,2.76,0
20230904:1410,547.7,755.51,43.04,27.84,2.55,0
20230904:1510,417.33,562.76,33.43,27.55,2.41,0
20230904:1610,251.47,344.33,22.8,26.91,2.21,0
20230904:1710,71.45,117.85,11.74,25.91,2,0
20230904:1810,0,0,0,24.56,1.52,0
20230904:1910,0,0,0,22.98,1.24,0
20230904:2010,0,0,0,21.86,1.17,0
20230904:2110,0,0,0,20.82,1.1,0
20230904:2210,0,0,0,20.2,1.31,0
20230904:2310,0,0,0,19.85,1.52,0
20230905:0010,0,0,0,19.54,1.72,0
20230905:0110,0,0,0,19.32,1.79,0
20230905:0210,0,0,0,18.91,1.72,0
20230905:0310,0,0,0,18.43,1.66,0
20230905:0410,0,0,0,18.05,1.59,0
20230905:0510,0,0,0,17.85,1.59,0
20230905:0610,41.4,73.62,8.92,17.94,1.45,0
20230905:0710,188.12,257.6,20.01,21.32,0.9,0
20230905:0810,369.35,493.1,30.76,23.91,1.17,0
20230905:0910,512.18,704.16,40.65,25.37,1.31,0
20230905:1010,615.64,873.06,48.81,26.46,1.66,0
20230905:1110,670.36,962.73,53.88,27.32,2.21,0
20230905:1210,685.09,979.25,54.43,27.9,2.83,0
20230905:1310,640.99,900.35,50.28,28.33,3.17,0
20230905:1410,544.72,745.35,42.69,28.51,3.38,0
20230905:1510,408.23,546.38,33.1,28.33,3.59,0
20230905:1610,222.29,303.75,22.48,27.74,3.66,0
20230905:1710,65.75,108.94,11.43,26.55,3.38,0
20230905:1810,0,0,0,24.93,2.69,0
20230905:1910,0,0,0,23.4,2.07,0
20230905:2010,0,0,0,22.68,1.52,0
20230905:2110,0,0,0,21.87,1.17,0
20230905:2210,0,0,0,21.93,0.48,0
20230905:2310,0,0,0,21.64,0.48,0
20230906:0010,0,0,0,19.85,1.38,0
20230906:0110,0,0,0,19.6,1.59,0
20230906:0210,0,0,0,19.36,1.72,0
20230906:0310,0,0,0,19.21,1.79,0
20230906:0410,0,0,0,19.03,1.79,0
20230906:0510,0,0,0,18.86,1.79,0
20230906:0610,43.32,80.33,8.74,19.06,1.66,0
20230906:0710,209.36,285.39,19.82,20.56,1.24,0
20230906:0810,394.49,526.48,30.56,23.09,1.1,0
20230906:0910,546.75,746.06,40.41,24.36,1.86,0
20230906:1010,642.43,899.3,48.52,25.22,2.28,0
20230906:1110,685.29,971.25,53.53,25.91,2.62,0
20230906:1210,692.93,980.37,54.06,26.33,2.97,0
20230906:1310,663.79,925.44,49.91,26.39,3.24,0
20230906:1410,571.57,776.23,42.34,26.19,3.31,0
20230906:1510,448.6,596.46,32.77,25.64,3.17,0
20230906:1610,264.88,358.43,22.17,24.86,2.97,0
20230906:1710,75.84,130.49,11.12,23.84,2.48,0
20230906:1810,0,0,0,22.62,1.72,0
20230906:1910,0,0,0,21.54,0.9,0
20230906:2010,0,0,0,21.05,0.62,0
20230906:2110,0,0,0,20.93,0.34,0
20230906:2210,0,0,0,20.03,0.76,0
20230906:2310,0,0,0,18.4,1.24,0
20230907:0010,0,0,0,17.64,1.38,0
20230907:0110,0,0,0,17.04,1.45,0
20230907:0210,0,0,0,16.6,1.59,0
20230907:0310,0,0,0,16.25,1.66,0
20230907:0410,0,0,0,15.82,1.66,0
20230907:0510,0,0,0,15.39,1.59,0
20230907:0610,47.16,92.85,8.55,15.23,1.45,0
20230907:0710,237.35,322.02,19.64,18.78,1.03,0
20230907:0810,426.9,568.72,30.36,21.72,1.1,0
20230907:0910,566.09,782.86,40.17,23.73,1.24,0
20230907:1010,652.78,930.73,48.23,25.11,1.59,0
20230907:1110,690.29,997.13,53.18,26.07,1.93,0
20230907:1210,690.5,992.62,53.67,26.75,2.34,0
20230907:1310,666.46,943.94,49.53,27.06,2.69,0
20230907:1410,586.39,808.09,41.98,27.07,2.9,0
20230907:1510,458.59,616.39,32.43,26.77,2.9,0
20230907:1610,272.36,370.98,21.85,26.05,3.03,0
20230907:1710,76.62,134.44,10.8,24.82,2.83,0
20230907:1810,0,0,0,23.44,1.59,0
20230907:1910,0,0,0,21.97,0.9,0
20230907:2010,0,0,0,22.08,0.41,0
20230907:2110,0,0,0,21.15,0.69,0
20230907:2210,0,0,0,19.71,1.03,0
20230907:2310,0,0,0,18.52,1.38,0
20230908:0010,0,0,0,17.77,1.38,0
20230908:0110,0,0,0,17.09,1.45,0
20230908:0210,0,0,0,16.67,1.52,0
20230908:0310,0,0,0,16.46,1.59,0
20230908:0410,0,0,0,16.31,1.72,0
20230908:0510,0,0,0,16.18,1.79,0
20230908:0610,45.72,90.65,8.37,16.18,1.72,0
20230908:0710,234.58,317.85,19.45,18.69,1.17,0
20230908:0810,423.74,564.65,30.15,22.23,1.24,0
20230908:0910,563.02,777.73,39.93,23.94,1.31,0
20230908:1010,648.8,924.33,47.93,25.22,1.59,0
20230908:1110,690.72,996.84,52.83,26.22,2,0
20230908:1210,689.31,991.15,53.29,26.91,2.34,0
20230908:1310,660.45,936.23,49.15,27.3,2.62,0
20230908:1410,576.48,794.5,41.62,27.32,2.83,0
20230908:1510,449.42,604.6,32.1,27.07,2.83,0
20230908:1610,268.24,366.84,21.53,26.42,2.83,0
20230908:1710,72.67,127.83,10.49,25.23,2.76,0
20230908:1810,0,0,0,23.79,1.86,0
20230908:1910,0,0,0,22.34,1.03,0
20230908:2010,0,0,0,21.91,0.48,0
20230908:2110,0,0,0,20.6,0.9,0
20230908:2210,0,0,0,19.47,1.45,0
20230908:2310,0,0,0,18.65,1.59,0
20230909:0010,0,0,0,17.85,1.52,0
20230909:0110,0,0,0,17.35,1.38,0
20230909:0210,0,0,0,17.02,1.38,0
20230909:0310,0,0,0,16.81,1.38,0
20230909:0410,0,0,0,16.62,1.45,0
20230909:0510,0,0,0,16.36,1.52,0
20230909:0610,45.25,90.16,8.19,16.28,1.52,0
20230909:0710,231.67,315.63,19.26,19.14,0.62,0
20230909:0810,414.21,560.39,29.94,21.92,0,0
20230909:0910,549.41,766.84,39.69,23.62,0.55,0
20230909:1010,641.78,917.4,47.64,25.05,1.31,0
20230909:1110,684.39,988.24,52.48,26.11,1.86,0
20230909:1210,686.97,989.81,52.91,26.86,2.21,0
20230909:1310,655.72,933.64,48.77,27.35,2.34,0
20230909:1410,571.51,791.76,41.27,27.5,2.48,0
20230909:1510,446.05,601.72,31.76,27.38,2.69,0
20230909:1610,264.44,362.45,21.2,26.84,2.97,0
20230909:1710,69.56,124.09,10.17,25.61,3.24,0
20230909:1810,0,0,0,24.1,2.62,0
20230909:1910,0,0,0,22.97,1.86,0
20230909:2010,0,0,0,22.05,1.59,0
20230909:2110,0,0,0,21.16,1.45,0
20230909:2210,0,0,0,20.27,1.45,0
20230909:2310,0,0,0,19.53,1.45,0
20230910:0010,0,0,0,18.86,1.45,0
20230910:0110,0,0,0,18.27,1.38,0
20230910:0210,0,0,0,17.94,1.31,0
20230910:0310,0,0,0,17.68,1.31,0
20230910:0410,0,0,0,17.39,1.38,0
20230910:0510,0,0,0,16.99,1.31,0
20230910:0610,42.22,82.44,8.01,16.95,1.17,0
20230910:0710,221.41,303.65,19.07,20.14,0.34,0
20230910:0810,408.76,547.34,29.73,22.48,0.76,0
20230910:0910,546.14,751.12,39.44,24.07,1.31,0
20230910:1010,637.67,903.84,47.34,25.6,1.72,0
